rank,character,read_value,candidates,correct
1,Pokemon Trainer,96.0,{'96': 3},
2,Captain Falcon,56.0,{'56': 3},
3,Fox,55.0,"{'95': 2, '55': 1}",
4,Dr Mario,46.0,{'46': 3},
5,Falco,31.0,{'31': 3},
6,Diddy Kong,27.0,{'27': 3},
7,Marth,26.0,{'26': 3},
8,Samus,22.0,{'22': 6},
8,Yoshi,22.0,{'22': 3},
10,Incineroar,21.0,{'21': 3},
11,King Dedede,18.0,{'18': 3},
12,Donkey Kong,17.0,"{'17': 2, '7': 1}",
12,Snake,17.0,"{'17': 2, '7': 1}",
12,Villager,17.0,"{'17': 2, '7': 1}",
15,Wolf,16.0,{'16': 3},
16,Joker,15.0,{'15': 3},
17,Greninja,14.0,{'14': 3},
17,Mii Brawler,14.0,{'14': 3},
19,Ike,13.0,{'13': 3},
19,Palutena,13.0,{'13': 3},
21,Ice Climbers,12.0,{'12': 3},
21,Inkling,12.0,{'12': 3},
23,Corrin,11.0,{'11': 2},
24,Mario,10.0,{'10': 3},
24,Mewtwo,10.0,{'10': 3},
24,Cloud,10.0,{'10': 3},
24,Ridley,10.0,{'10': 3},
24,Terry,10.0,{'10': 3},
24,Pyra-Mythra,10.0,{'10': 3},
30,Sheik,9.0,{'9': 3},
30,Bayonetta,9.0,{'9': 1},
32,Daisy,7.0,{'7': 3},
32,Ganondorf,7.0,{'7': 3},
32,Pit,7.0,{'7': 3},
32,Bowser Jr,7.0,{'7': 3},
36,Roy,6.0,{'6': 3},
36,Zero Suit Samus,6.0,{'6': 6},
36,Ryu,6.0,{'6': 3},
36,Piranha Plant,6.0,{'6': 3},
40,Chrom,4.0,{'4': 3},
41,Peach,3.0,{'3': 3},
41,Bowser,3.0,{'3': 3},
41,Wii Fit Trainer,3.0,{'3': 3},
41,Little Mac,3.0,{'3': 3},
41,Shulk,3.0,{'3': 3},
46,Luigi,2.0,{'2': 3},
46,Jigglypuff,2.0,{'2': 3},
46,Wario,2.0,{'2': 3},
46,King K Rool,2.0,{'2': 3},
46,Sora,2.0,{'2': 3},
51,Meta Knight,1.0,{'1': 3},
51,Rosalina and Luma,1.0,{'1': 3},
51,Isabelle,1.0,{'1': 3},
51,Hero,1.0,{'1': 3},
55,Dark Pit,0.0,{'0': 2},
55,Lucario,0.0,{'0': 2},
55,Link,0.0,{'0': 1},
55,Dark Samus,0.0,{'0': 2},
55,Kirby,0.0,{'0': 2},
55,Pikachu,0.0,{'0': 2},
55,Ness,0.0,{'0': 2},
55,Zelda,0.0,{'0': 2},
55,Pichu,0.0,{'0': 2},
55,Lucina,0.0,{'0': 2},
55,Young Link,0.0,{'0': 1},
55,Mr Game and Watch,0.0,{'0': 3},
55,Lucas,0.0,{'0': 2},
55,Sonic,0.0,{'0': 1},
55,Olimar,0.0,{'0': 2},
55,ROB,0.0,{'0': 2},
55,Toon Link,0.0,{'0': 3},
55,Mega Man,0.0,{'0': 1},
55,Pac-Man,0.0,{'0': 1},
55,Robin,0.0,{'0': 2},
55,Duck Hunt,0.0,{'0': 2},
55,Ken,0.0,{'0': 1},
55,Simon,0.0,{'0': 2},
55,Richter,0.0,{'0': 1},
55,Banjo and Kazooie,0.0,{'0': 3},
55,Byleth,0.0,{'0': 3},
55,Min Min,0.0,{'0': 1},
55,Steve,0.0,{'0': 2},
55,Sephiroth,0.0,{'0': 2},
55,Kazuya,0.0,{'0': 1},
55,Mii Swordsman,0.0,{'0': 1},
55,Mii Gunner,0.0,{'0': 1},
